id,Fault Name,Slip Rate (mm/yr),Dip Angle (deg),Upper Depth (km),Lower Depth (km),"geometry (lon,lat)"
119,"Puysegur, 30km, 50% coupling; col: 20, row: 6",25.846261978149414,19.461589813232422,29.82536506652832,34.8229866027832,166.11524963378906,-46.710628509521484,29.82536506652832,166.06024169921875,-46.83973693847656,29.82536506652832
120,"Puysegur, 30km, 50% coupling; col: 20, row: 7",25.6892147064209,20.46822738647461,34.358070373535156,39.603389739990234,166.26905822753906,-46.77558898925781,34.358070373535156,166.23057556152344,-46.90752029418945,34.358070373535156
121,"Puysegur, 30km, 50% coupling; col: 20, row: 8",25.53697395324707,21.718589782714844,40.023773193359375,45.57449722290039,166.41970825195312,-46.83866500854492,40.023773193359375,166.39678955078125,-46.97230911254883,40.023773193359375
122,"Puysegur, 30km, 50% coupling; col: 20, row: 9",25.378929138183594,27.59471321105957,43.31577682495117,50.26398849487305,166.58604431152344,-46.90259552001953,43.31577682495117,166.5713348388672,-47.036808013916016,43.31577682495117
123,"Puysegur, 30km, 50% coupling; col: 20, row: 10",25.227495193481445,33.95458221435547,48.397953033447266,56.77598571777344,166.7477569580078,-46.96334457397461,48.397953033447266,166.74026489257812,-47.09785461425781,48.397953033447266
124,"Puysegur, 30km, 50% coupling; col: 21, row: 0",26.609548568725586,15.740294456481934,5.404367446899414,9.473528861999512,165.10760498046875,-46.478572845458984,5.404367446899414,165.04656982421875,-46.60618591308594,5.404367446899414
125,"Puysegur, 30km, 50% coupling; col: 21, row: 1",26.455921173095703,16.308818817138672,8.989706039428711,13.201922416687012,165.27821350097656,-46.54049301147461,8.989706039428711,165.2089385986328,-46.6661376953125,8.989706039428711
126,"Puysegur, 30km, 50% coupling; col: 21, row: 2",26.304000854492188,16.65566635131836,13.0831298828125,17.38241958618164,165.44850158691406,-46.60165786743164,13.0831298828125,165.37020874023438,-46.72481155395508,13.0831298828125
127,"Puysegur, 30km, 50% coupling; col: 21, row: 3",26.149892807006836,16.918519973754883,17.266538619995117,21.631711959838867,165.61285400390625,-46.664154052734375,17.266538619995117,165.53421020507812,-46.787254333496094,17.266538619995117
128,"Puysegur, 30km, 50% coupling; col: 21, row: 4",25.99519920349121,17.377628326416016,21.66278839111328,26.142812728881836,165.77342224121094,-46.72704315185547,21.66278839111328,165.6993408203125,-46.85152816772461,21.66278839111328
129,"Puysegur, 30km, 50% coupling; col: 21, row: 5",25.840288162231445,17.764686584472656,26.3067684173584,30.883394241333008,165.9309539794922,-46.79020690917969,26.3067684173584,165.86532592773438,-46.91695022583008,26.3067684173584
130,"Puysegur, 30km, 50% coupling; col: 21, row: 6",25.68434715270996,18.207258224487305,30.896547317504883,35.583377838134766,166.08743286132812,-46.8540153503418,30.896547317504883,166.03317260742188,-46.983299255371094,30.896547317504883
131,"Puysegur, 30km, 50% coupling; col: 21, row: 7",25.52703857421875,18.626501083374023,35.4908561706543,40.281822204589844,166.2421875,-46.918880462646484,35.4908561706543,166.20343017578125,-47.05078125,35.4908561706543
132,"Puysegur, 30km, 50% coupling; col: 21, row: 8",25.37193489074707,21.11035919189453,39.84397506713867,45.246456146240234,166.40367126464844,-46.98183822631836,39.84397506713867,166.37237548828125,-47.114688873291016,39.84397506713867
133,"Puysegur, 30km, 50% coupling; col: 22, row: 0",26.4660701751709,17.047199249267578,5.401826858520508,9.79921817779541,165.06460571289062,-46.615318298339844,5.401826858520508,165.00193786621094,-46.742584228515625,5.401826858520508
134,"Puysegur, 30km, 50% coupling; col: 22, row: 1",26.31136131286621,16.911617279052734,9.336318969726562,13.699761390686035,165.23141479492188,-46.677913665771484,9.336318969726562,165.16506958007812,-46.80434036254883,9.336318969726562
135,"Puysegur, 30km, 50% coupling; col: 22, row: 2",26.1578426361084,16.877666473388672,13.912524223327637,18.2674617767334,165.39437866210938,-46.740142822265625,13.912524223327637,165.32754516601562,-46.866493225097656,13.912524223327637
136,"Puysegur, 30km, 50% coupling; col: 22, row: 3",26.00412940979004,16.9569034576416,18.39545440673828,22.770238876342773,165.5576629638672,-46.80235290527344,18.39545440673828,165.49082946777344,-46.92874526977539,18.39545440673828
137,"Puysegur, 30km, 50% coupling; col: 22, row: 4",25.847156524658203,17.06643295288086,22.25879669189453,26.661001205444336,165.72056579589844,-46.86609649658203,22.25879669189453,165.65818786621094,-46.993595123291016,22.25879669189453
138,"Puysegur, 30km, 50% coupling; col: 22, row: 5",25.691076278686523,17.18938636779785,26.613737106323242,31.046703338623047,165.8804931640625,-46.92961883544922,26.613737106323242,165.82525634765625,-47.058692932128906,26.613737106323242
139,"Puysegur, 30km, 50% coupling; col: 22, row: 6",25.536436080932617,17.28163719177246,31.35742950439453,35.81346130371094,166.0392303466797,-46.992530822753906,31.35742950439453,165.99148559570312,-47.12303161621094,31.35742950439453
140,"Puysegur, 30km, 50% coupling; col: 22, row: 7",25.377843856811523,17.54172706604004,34.929080963134766,39.4500846862793,166.2021484375,-47.05706024169922,34.929080963134766,166.16273498535156,-47.188880920410156,34.929080963134766
141,"Puysegur, 30km, 50% coupling; col: 22, row: 8",25.22255516052246,21.041038513183594,38.69991683959961,44.08546447753906,166.36947631835938,-47.11915969848633,38.69991683959961,166.33154296875,-47.2512092590332,38.69991683959961
142,"Puysegur, 30km, 50% coupling; col: 23, row: 0",26.340450286865234,17.375925064086914,5.354862689971924,9.83445930480957,164.99624633789062,-46.745670318603516,5.354862689971924,164.9388885498047,-46.8741340637207,5.354862689971924
143,"Puysegur, 30km, 50% coupling; col: 23, row: 1",26.183576583862305,17.13248062133789,9.376991271972656,13.795722961425781,165.15908813476562,-46.80952835083008,9.376991271972656,165.10397338867188,-46.93849563598633,9.376991271972656
144,"Puysegur, 30km, 50% coupling; col: 23, row: 2",26.028564453125,16.932592391967773,13.886208534240723,18.254905700683594,165.3213653564453,-46.872413635253906,13.886208534240723,165.26768493652344,-47.001705169677734,13.886208534240723
145,"Puysegur, 30km, 50% coupling; col: 23, row: 3",25.8720645904541,16.951183319091797,18.09404945373535,22.4674015045166,165.48377990722656,-46.93596649169922,18.09404945373535,165.4336395263672,-47.06595230102539,18.09404945373535
146,"Puysegur, 30km, 50% coupling; col: 23, row: 4",25.71661949157715,16.979347229003906,22.4110107421875,26.79141616821289,165.64706420898438,-46.99882125854492,22.4110107421875,165.5990753173828,-47.12922286987305,22.4110107421875
147,"Puysegur, 30km, 50% coupling; col: 23, row: 5",25.561546325683594,17.01897621154785,26.6048583984375,30.99518394470215,165.81092834472656,-47.06135177612305,26.6048583984375,165.7647247314453,-47.19208526611328,26.6048583984375
148,"Puysegur, 30km, 50% coupling; col: 23, row: 6",25.40337371826172,17.066987991333008,29.61349105834961,34.01583480834961,165.9785919189453,-47.12501525878906,29.61349105834961,165.93434143066406,-47.25609588623047,29.61349105834961
149,"Puysegur, 30km, 50% coupling; col: 23, row: 7",25.250024795532227,16.95746421813965,34.4497184753418,38.82464599609375,166.1409149169922,-47.186710357666016,34.4497184753418,166.0994415283203,-47.318241119384766,34.4497184753418
150,"Puysegur, 30km, 50% coupling; col: 23, row: 8",25.096744537353516,20.1774845123291,38.919639587402344,44.09357833862305,166.3064422607422,-47.247798919677734,38.919639587402344,166.2655792236328,-47.37944793701172,38.919639587402344
151,"Puysegur, 30km, 50% coupling; col: 24, row: 0",26.21959686279297,17.38228988647461,5.156550884246826,9.637738227844238,164.92059326171875,-46.87470245361328,5.156550884246826,164.8714141845703,-47.004764556884766,5.156550884246826
152,"Puysegur, 30km, 50% coupling; col: 24, row: 1",26.062118530273438,17.143890380859375,9.112956047058105,13.534542083740234,165.08399963378906,-46.93867874145508,9.112956047058105,165.03680419921875,-47.069122314453125,9.112956047058105
153,"Puysegur, 30km, 50% coupling; col: 24, row: 2",25.90770149230957,16.926250457763672,13.886946678161621,18.25405502319336,165.2461395263672,-47.00112533569336,13.886946678161621,165.19952392578125,-47.13169860839844,13.886946678161621
154,"Puysegur, 30km, 50% coupling; col: 24, row: 3",25.751209259033203,17.024887084960938,17.885175704956055,22.2769832611084,165.4109649658203,-47.06427001953125,17.885175704956055,165.3650665283203,-47.19499588012695,17.885175704956055
155,"Puysegur, 30km, 50% coupling; col: 24, row: 4",25.593204498291016,17.03631019592285,21.179649353027344,25.57431411743164,165.5790557861328,-47.12776184082031,21.179649353027344,165.53280639648438,-47.258460998535156,21.179649353027344
156,"Puysegur, 30km, 50% coupling; col: 24, row: 5",25.437776565551758,17.08899688720703,25.346397399902344,29.754247665405273,165.7454376220703,-47.19002914428711,25.346397399902344,165.69842529296875,-47.32063674926758,25.346397399902344
157,"Puysegur, 30km, 50% coupling; col: 24, row: 6",25.28296661376953,17.022706985473633,29.545198440551758,33.936458587646484,165.91265869140625,-47.25182342529297,29.545198440551758,165.86398315429688,-47.38218307495117,29.545198440551758
158,"Puysegur, 30km, 50% coupling; col: 24, row: 7",25.129920959472656,16.74822235107422,34.2087287902832,38.531227111816406,166.07870483398438,-47.312782287597656,34.2087287902832,166.02825927734375,-47.4428596496582,34.2087287902832
159,"Puysegur, 30km, 50% coupling; col: 24, row: 8",24.9770450592041,19.109567642211914,38.636409759521484,43.54704666137695,166.24688720703125,-47.3732795715332,38.636409759521484,166.19329833984375,-47.502811431884766,38.636409759521484
160,"Puysegur, 30km, 50% coupling; col: 25, row: 0",26.083215713500977,17.162137985229492,5.427242755889893,9.8533935546875,164.87176513671875,-47.00926971435547,5.427242755889893,164.82041931152344,-47.13895797729492,5.427242755889893
161,"Puysegur, 30km, 50% coupling; col: 25, row: 1",25.9248104095459,17.07481575012207,9.057884216308594,13.462186813354492,165.0382843017578,-47.07321548461914,9.057884216308594,164.9864501953125,-47.202850341796875,9.057884216308594
162,"Puysegur, 30km, 50% coupling; col: 25, row: 2",25.768606185913086,16.823974609375,13.38318157196045,17.724666595458984,165.2025604248047,-47.13618850708008,13.38318157196045,165.1507568359375,-47.265865325927734,13.38318157196045
163,"Puysegur, 30km, 50% coupling; col: 25, row: 3",25.612850189208984,16.973623275756836,17.694255828857422,22.073226928710938,165.3674774169922,-47.19876480102539,17.694255828857422,165.3152313232422,-47.32839584350586,17.694255828857422
164,"Puysegur, 30km, 50% coupling; col: 25, row: 4",25.455547332763672,16.99115562438965,21.413558959960938,25.796920776367188,165.53521728515625,-47.26176452636719,21.413558959960938,165.48193359375,-47.3912353515625,21.413558959960938
165,"Puysegur, 30km, 50% coupling; col: 25, row: 5",25.3010311126709,17.1002197265625,25.922061920166016,30.332721710205078,165.70150756835938,-47.32341384887695,25.922061920166016,165.6462860107422,-47.45254135131836,25.922061920166016
166,"Puysegur, 30km, 50% coupling; col: 25, row: 6",25.14643096923828,17.00151252746582,30.50545310974121,34.89140701293945,165.8668670654297,-47.385128021240234,30.50545310974121,165.8113555908203,-47.51423645019531,30.50545310974121
167,"Puysegur, 30km, 50% coupling; col: 25, row: 7",24.993370056152344,17.63434410095215,34.96918487548828,39.513301849365234,166.03591918945312,-47.44562911987305,34.96918487548828,165.97543334960938,-47.57374572753906,34.96918487548828
168,"Puysegur, 30km, 50% coupling; col: 25, row: 8",24.8389835357666,19.59465980529785,38.3976936340332,43.42815017700195,166.2115020751953,-47.506187438964844,38.3976936340332,166.14170837402344,-47.63215637207031,38.3976936340332
169,"Puysegur, 30km, 50% coupling; col: 26, row: 0",25.940797805786133,17.174591064453125,5.712277412414551,10.1415433883667,164.83428955078125,-47.14605712890625,5.712277412414551,164.77606201171875,-47.27440643310547,5.712277412414551
170,"Puysegur, 30km, 50% coupling; col: 26, row: 1",25.782413482666016,16.987768173217773,9.60875415802002,13.991267204284668,165.00006103515625,-47.209903717041016,9.60875415802002,164.94183349609375,-47.33829116821289,9.60875415802002
171,"Puysegur, 30km, 50% coupling; col: 26, row: 2",25.624643325805664,16.80263328552246,13.727377891540527,18.063514709472656,165.16490173339844,-47.2734375,13.727377891540527,165.10757446289062,-47.40205001831055,13.727377891540527
172,"Puysegur, 30km, 50% coupling; col: 26, row: 3",25.46784210205078,16.934253692626953,17.97868537902832,22.347797393798828,165.3304901123047,-47.336307525634766,17.97868537902832,165.2729034423828,-47.464908599853516,17.97868537902832
173,"Puysegur, 30km, 50% coupling; col: 26, row: 4",25.31075096130371,17.011301040649414,22.028825759887695,26.4172306060791,165.4974822998047,-47.39910125732422,22.028825759887695,165.4391326904297,-47.527587890625,22.028825759887695
174,"Puysegur, 30km, 50% coupling; col: 26, row: 5",25.1556339263916,17.08350944519043,26.670305252075195,31.076784133911133,165.66270446777344,-47.46099090576172,26.670305252075195,165.60389709472656,-47.589412689208984,26.670305252075195
175,"Puysegur, 30km, 50% coupling; col: 26, row: 6",25.000038146972656,17.005306243896484,31.195682525634766,35.58258819580078,165.82823181152344,-47.523006439208984,31.195682525634766,165.769775390625,-47.651546478271484,31.195682525634766
176,"Puysegur, 30km, 50% coupling; col: 26, row: 7",24.846710205078125,19.256467819213867,35.14374542236328,40.09070587158203,166.00482177734375,-47.58283996582031,35.14374542236328,165.9340057373047,-47.70854187011719,35.14374542236328
177,"Puysegur, 30km, 50% coupling; col: 27, row: 0",25.81658363342285,17.054271697998047,5.543229579925537,9.942390441894531,164.7736053466797,-47.27622985839844,5.543229579925537,164.71322631835938,-47.404136657714844,5.543229579925537
178,"Puysegur, 30km, 50% coupling; col: 27, row: 1",25.65770149230957,16.978574752807617,9.419069290161133,13.799280166625977,164.9401092529297,-47.34009552001953,9.419069290161133,164.87921142578125,-47.467933654785156,9.419069290161133
179,"Puysegur, 30km, 50% coupling; col: 27, row: 2",25.501514434814453,16.83667755126953,13.844732284545898,18.189401626586914,165.1064453125,-47.40254592895508,13.844732284545898,165.0429229736328,-47.52983474731445,13.844732284545898
180,"Puysegur, 30km, 50% coupling; col: 27, row: 3",25.345495223999023,16.931598663330078,18.222789764404297,22.591236114501953,165.2730712890625,-47.46479415893555,18.222789764404297,165.2070770263672,-47.591548919677734,18.222789764404297
181,"Puysegur, 30km, 50% coupling; col: 27, row: 4",25.18718719482422,17.020709991455078,21.895877838134766,26.286638259887695,165.44224548339844,-47.527854919433594,21.895877838134766,165.374267578125,-47.654170989990234,21.895877838134766
182,"Puysegur, 30km, 50% coupling; col: 27, row: 5",25.031787872314453,16.99501609802246,26.467058181762695,30.85138702392578,165.60934448242188,-47.58958435058594,26.467058181762695,165.5389862060547,-47.715354919433594,26.467058181762695
183,"Puysegur, 30km, 50% coupling; col: 27, row: 6",24.875089645385742,17.122488021850586,30.72203254699707,35.13826370239258,165.77703857421875,-47.651798248291016,30.72203254699707,165.7057342529297,-47.777366638183594,30.72203254699707
184,"Puysegur, 30km, 50% coupling; col: 27, row: 7",24.718324661254883,20.41025161743164,34.68831253051758,39.919410705566406,165.94778442382812,-47.713653564453125,34.68831253051758,165.8734130859375,-47.83845901489258,34.68831253051758
185,"Puysegur, 30km, 50% coupling; col: 28, row: 0",25.69974136352539,16.741039276123047,5.572876453399658,9.893573760986328,164.71481323242188,-47.402957916259766,5.572876453399658,164.64305114746094,-47.52815246582031,5.572876453399658
186,"Puysegur, 30km, 50% coupling; col: 28, row: 1",25.540775299072266,17.010845184326172,9.468911170959473,13.857202529907227,164.88265991210938,-47.46662139892578,9.468911170959473,164.80882263183594,-47.59131622314453,9.468911170959473
187,"Puysegur, 30km, 50% coupling; col: 28, row: 2",25.383224487304688,16.976116180419922,13.758889198303223,18.138484954833984,165.049560546875,-47.52958297729492,13.758889198303223,164.97369384765625,-47.653770446777344,13.758889198303223
188,"Puysegur, 30km, 50% coupling; col: 28, row: 3",25.22610855102539,17.046459197998047,18.221540451049805,22.618745803833008,165.21560668945312,-47.59228515625,18.221540451049805,165.13870239257812,-47.71623229980469,18.221540451049805
189,"Puysegur, 30km, 50% coupling; col: 28, row: 4",25.068544387817383,17.025344848632812,22.50618553161621,26.89810562133789,165.3826904296875,-47.65502166748047,22.50618553161621,165.30479431152344,-47.77873611450195,22.50618553161621
190,"Puysegur, 30km, 50% coupling; col: 28, row: 5",24.9111270904541,16.977561950683594,27.031272888183594,31.411231994628906,165.54734802246094,-47.717742919921875,27.031272888183594,165.4713134765625,-47.84203338623047,27.031272888183594
191,"Puysegur, 30km, 50% coupling; col: 28, row: 6",24.75308609008789,17.2014102935791,31.256755828857422,35.69272994995117,165.71392822265625,-47.780517578125,31.256755828857422,165.63914489746094,-47.90520095825195,31.256755828857422
192,"Puysegur, 30km, 50% coupling; col: 28, row: 7",24.5931339263916,20.02571678161621,35.24132537841797,40.377952575683594,165.8779296875,-47.8442268371582,35.24132537841797,165.8098907470703,-47.9706916809082,35.24132537841797
193,"Puysegur, 30km, 50% coupling; col: 29, row: 0",25.57112693786621,17.170848846435547,5.818345546722412,10.246675491333008,164.66229248046875,-47.53527069091797,5.818345546722412,164.58580017089844,-47.659217834472656,5.818345546722412
194,"Puysegur, 30km, 50% coupling; col: 29, row: 1",25.41234588623047,17.006792068481445,10.088714599609375,14.475990295410156,164.82823181152344,-47.598854064941406,10.088714599609375,164.75108337402344,-47.72267150878906,10.088714599609375
195,"Puysegur, 30km, 50% coupling; col: 29, row: 2",25.253158569335938,17.10077476501465,14.531100273132324,18.941898345947266,164.9912872314453,-47.66271209716797,14.531100273132324,164.9174041748047,-47.7874870300293,14.531100273132324
196,"Puysegur, 30km, 50% coupling; col: 29, row: 3",25.094173431396484,17.09429931640625,19.006511688232422,23.41568946838379,165.15455627441406,-47.72636032104492,19.006511688232422,165.08412170410156,-47.85208511352539,19.006511688232422
197,"Puysegur, 30km, 50% coupling; col: 29, row: 4",24.93367576599121,17.021976470947266,23.072322845458984,27.46339988708496,165.31837463378906,-47.790618896484375,23.072322845458984,165.25306701660156,-47.91763687133789,23.072322845458984
198,"Puysegur, 30km, 50% coupling; col: 29, row: 5",24.772363662719727,16.8333683013916,26.681493759155273,31.025333404541016,165.48458862304688,-47.85499572753906,26.681493759155273,165.42347717285156,-47.98299789428711,26.681493759155273
199,"Puysegur, 30km, 50% coupling; col: 29, row: 6",24.615447998046875,17.960895538330078,31.466083526611328,36.09159851074219,165.6489715576172,-47.91724395751953,31.466083526611328,165.5899658203125,-48.04573440551758,31.466083526611328
200,"Puysegur, 30km, 50% coupling; col: 30, row: 0",25.464115142822266,17.446083068847656,5.946447849273682,10.443571090698242,164.5688018798828,-47.66073226928711,5.946447849273682,164.50697326660156,-47.78838348388672,5.946447849273682
201,"Puysegur, 30km, 50% coupling; col: 30, row: 1",25.303865432739258,17.095197677612305,10.38473129272461,14.794134140014648,164.73138427734375,-47.72522735595703,10.38473129272461,164.6735076904297,-47.85376739501953,10.38473129272461
202,"Puysegur, 30km, 50% coupling; col: 30, row: 2",25.14238166809082,16.89896583557129,14.59822940826416,18.95850372314453,164.8939666748047,-47.7902717590332,14.59822940826416,164.84202575683594,-47.91999435424805,14.59822940826416
203,"Puysegur, 30km, 50% coupling; col: 30, row: 3",24.979721069335938,17.028562545776367,18.19191551208496,22.58464241027832,165.0598602294922,-47.85548400878906,18.19191551208496,165.0123748779297,-47.98601531982422,18.19191551208496
204,"Puysegur, 30km, 50% coupling; col: 30, row: 4",24.81805992126465,17.130870819091797,21.8862247467041,26.304553985595703,165.22605895996094,-47.920074462890625,21.8862247467041,165.18228149414062,-48.05121994018555,21.8862247467041
205,"Puysegur, 30km, 50% coupling; col: 30, row: 5",24.659536361694336,17.069965362548828,26.56040382385254,30.96349334716797,165.38980102539062,-47.98325729370117,26.56040382385254,165.34945678710938,-48.11492919921875,26.56040382385254
206,"Puysegur, 30km, 50% coupling; col: 30, row: 6",24.4999942779541,18.20277214050293,30.04218101501465,34.7278938293457,165.56332397460938,-48.04563522338867,30.04218101501465,165.51809692382812,-48.1766242980957,30.04218101501465
207,"Puysegur, 30km, 50% coupling; col: 31, row: 0",25.354019165039062,17.453542709350586,4.6697468757629395,9.168732643127441,164.4744415283203,-47.78868103027344,4.6697468757629395,164.43258666992188,-47.919979095458984,4.6697468757629395
208,"Puysegur, 30km, 50% coupling; col: 31, row: 1",25.19210433959961,17.30124282836914,8.470154762268066,12.9310884475708,164.63731384277344,-47.8539924621582,8.470154762268066,164.6007080078125,-47.98603057861328,8.470154762268066
209,"Puysegur, 30km, 50% coupling; col: 31, row: 2",25.034345626831055,17.039716720581055,13.160883903503418,17.5564022064209,164.80189514160156,-47.916778564453125,13.160883903503418,164.7646942138672,-48.04877471923828,13.160883903503418
210,"Puysegur, 30km, 50% coupling; col: 31, row: 3",24.87302589416504,17.002166748046875,17.068115234375,21.454233169555664,164.968505859375,-47.98111343383789,17.068115234375,164.93316650390625,-48.11336898803711,17.068115234375
211,"Puysegur, 30km, 50% coupling; col: 31, row: 4",24.713603973388672,17.18887710571289,21.370548248291016,25.803388595581055,165.134765625,-48.04438018798828,21.370548248291016,165.1002197265625,-48.1767578125,21.370548248291016
212,"Puysegur, 30km, 50% coupling; col: 31, row: 5",24.55099868774414,17.117223739624023,24.70921516418457,29.124130249023438,165.30409240722656,-48.10887908935547,24.70921516418457,165.271240234375,-48.24148178100586,24.70921516418457
213,"Puysegur, 30km, 50% coupling; col: 31, row: 6",24.395492553710938,18.580345153808594,29.312864303588867,34.092376708984375,165.47561645507812,-48.16912841796875,29.312864303588867,165.43507385253906,-48.300804138183594,29.312864303588867
214,"Puysegur, 30km, 50% coupling; col: 32, row: 0",25.212703704833984,17.62153434753418,5.189087867736816,9.730009078979492,164.42588806152344,-47.928104400634766,5.189087867736816,164.39060974121094,-48.060279846191406,5.189087867736816
215,"Puysegur, 30km, 50% coupling; col: 32, row: 1",25.049257278442383,17.46639633178711,8.446720123291016,12.9489164352417,164.59567260742188,-47.993160247802734,8.446720123291016,164.55970764160156,-48.125282287597656,8.446720123291016
216,"Puysegur, 30km, 50% coupling; col: 32, row: 2",24.888090133666992,17.102357864379883,12.466058731079102,16.87725257873535,164.76260375976562,-48.05729293823242,12.466058731079102,164.72708129882812,-48.18950271606445,12.466058731079102
217,"Puysegur, 30km, 50% coupling; col: 32, row: 3",24.730064392089844,16.954553604125977,17.435184478759766,21.80938148498535,164.9271240234375,-48.119972229003906,17.435184478759766,164.8917694091797,-48.25223159790039,17.435184478759766
218,"Puysegur, 30km, 50% coupling; col: 32, row: 4",24.570344924926758,17.156354904174805,21.883277893066406,26.3079833984375,165.09402465820312,-48.183135986328125,21.883277893066406,165.0588836669922,-48.31544876098633,21.883277893066406
219,"Puysegur, 30km, 50% coupling; col: 32, row: 5",24.40819549560547,17.120216369628906,25.606443405151367,30.022106170654297,165.26332092285156,-48.24720764160156,25.606443405151367,165.22914123535156,-48.37966537475586,25.606443405151367
220,"Puysegur, 30km, 50% coupling; col: 32, row: 6",24.245132446289062,18.74643898010254,28.733856201171875,33.5545654296875,165.43606567382812,-48.311134338378906,28.733856201171875,165.4011688232422,-48.44353485107422,28.733856201171875
221,"Puysegur, 30km, 50% coupling; col: 33, row: 0",25.064884185791016,17.609657287597656,5.276358604431152,9.814316749572754,164.3924102783203,-48.069339752197266,5.276358604431152,164.355224609375,-48.20128631591797,5.276358604431152
222,"Puysegur, 30km, 50% coupling; col: 33, row: 1",24.90053939819336,17.460657119750977,8.454980850219727,12.955742835998535,164.56256103515625,-48.13465881347656,8.454980850219727,164.5251007080078,-48.266605377197266,8.454980850219727
223,"Puysegur, 30km, 50% coupling; col: 33, row: 2",24.737520217895508,17.071420669555664,12.089430809020996,16.492883682250977,164.73147583007812,-48.19934844970703,12.089430809020996,164.69418334960938,-48.33134841918945,12.089430809020996
224,"Puysegur, 30km, 50% coupling; col: 33, row: 3",24.577838897705078,16.949357986450195,16.748085021972656,21.120981216430664,164.8975372314453,-48.26252746582031,16.748085021972656,164.8604278564453,-48.39458084106445,16.748085021972656
225,"Puysegur, 30km, 50% coupling; col: 33, row: 4",24.418134689331055,17.15717315673828,21.263471603393555,25.688379287719727,165.06451416015625,-48.32549285888672,21.263471603393555,165.02731323242188,-48.45756530761719,21.263471603393555
226,"Puysegur, 30km, 50% coupling; col: 33, row: 5",24.257617950439453,17.570432662963867,25.118093490600586,29.646263122558594,165.23654174804688,-48.388126373291016,25.118093490600586,165.1954345703125,-48.51971435546875,25.118093490600586
227,"Puysegur, 30km, 50% coupling; col: 33, row: 6",24.10199737548828,18.773242950439453,30.342514038085938,35.16986846923828,165.40359497070312,-48.4487190246582,30.342514038085938,165.3591766357422,-48.57986068725586,30.342514038085938
228,"Puysegur, 30km, 50% coupling; col: 34, row: 0",24.920272827148438,17.61505889892578,4.637118339538574,9.176424026489258,164.35594177246094,-48.2095832824707,4.637118339538574,164.3170166015625,-48.341312408447266,4.637118339538574
229,"Puysegur, 30km, 50% coupling; col: 34, row: 1",24.75712013244629,17.4195556640625,8.090825080871582,12.581321716308594,164.5247802734375,-48.274269104003906,8.090825080871582,164.48544311523438,-48.405982971191406,8.090825080871582
230,"Puysegur, 30km, 50% coupling; col: 34, row: 2",24.598642349243164,17.057506561279297,13.226874351501465,17.62684440612793,164.68923950195312,-48.33695602416992,13.226874351501465,164.6495819091797,-48.46865463256836,13.226874351501465
231,"Puysegur, 30km, 50% coupling; col: 34, row: 3",24.437862396240234,16.91750144958496,17.662525177001953,22.027441024780273,164.85606384277344,-48.400455474853516,17.662525177001953,164.81675720214844,-48.53223419189453,17.662525177001953
232,"Puysegur, 30km, 50% coupling; col: 34, row: 4",24.275585174560547,17.14925193786621,21.531463623046875,25.954391479492188,165.02540588378906,-48.46430206298828,21.531463623046875,164.98611450195312,-48.59611511230469,21.531463623046875
233,"Puysegur, 30km, 50% coupling; col: 34, row: 5",24.11802101135254,17.87735366821289,26.14388084411621,30.74858856201172,165.19642639160156,-48.52534103393555,26.14388084411621,165.15081787109375,-48.65628433227539,26.14388084411621
234,"Puysegur, 30km, 50% coupling; col: 35, row: 0",24.776134490966797,17.497135162353516,5.47003173828125,9.979903221130371,164.32106018066406,-48.349700927734375,5.47003173828125,164.27865600585938,-48.48096466064453,5.47003173828125
235,"Puysegur, 30km, 50% coupling; col: 35, row: 1",24.611133575439453,17.32425880432129,8.895925521850586,13.362611770629883,164.4908905029297,-48.41507339477539,8.895925521850586,164.44886779785156,-48.546424865722656,8.895925521850586
236,"Puysegur, 30km, 50% coupling; col: 35, row: 2",24.447189331054688,17.0123291015625,12.570760726928711,16.959423065185547,164.6604766845703,-48.47981643676758,12.570760726928711,164.6185302734375,-48.61121368408203,12.570760726928711
237,"Puysegur, 30km, 50% coupling; col: 35, row: 3",24.287912368774414,16.87262725830078,17.51563835144043,21.869314193725586,164.82684326171875,-48.54240798950195,17.51563835144043,164.7838897705078,-48.6736946105957,17.51563835144043
238,"Puysegur, 30km, 50% coupling; col: 35, row: 4",24.13040542602539,17.838964462280273,22.356592178344727,26.951732635498047,164.99700927734375,-48.60346221923828,22.356592178344727,164.9477996826172,-48.73381423950195,22.356592178344727
239,"Puysegur, 30km, 50% coupling; col: 35, row: 5",23.970558166503906,18.807315826416016,26.356523513793945,31.19232177734375,165.17247009277344,-48.66508483886719,26.356523513793945,165.11463928222656,-48.793914794921875,26.356523513793945
240,"Puysegur, 30km, 50% coupling; col: 36, row: 0",24.640411376953125,17.153915405273438,5.317381381988525,9.741475105285645,164.2811279296875,-48.48640060424805,5.317381381988525,164.2318878173828,-48.61661911010742,5.317381381988525
241,"Puysegur, 30km, 50% coupling; col: 36, row: 1",24.47614860534668,17.15084457397461,9.083144187927246,13.5064697265625,164.45079040527344,-48.551239013671875,9.083144187927246,164.40110778808594,-48.681419372558594,9.083144187927246
242,"Puysegur, 30km, 50% coupling; col: 36, row: 2",24.313636779785156,16.99679183959961,13.182995796203613,17.567768096923828,164.62139892578125,-48.61495590209961,13.182995796203613,164.5689239501953,-48.74468994140625,13.182995796203613
